Retailer,RetailerID,InvoiceDate,Region,State,City,Product,PricePerUnit,UnitsSold,TotalSales,OperatingProfit,SalesMethod
Foot Locker,1185732,15-12-2021,Midwest,Michigan,Detroit,Men's Apparel,60.00,550,33000.00,13200.00,In-store
Foot Locker,1185732,17-07-2021,Midwest,Missouri,St. Louis,Women's Apparel,45.00,550,24750.00,12375.00,In-store
West Gear,1185732,07-10-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,30.00,550,16500.00,5775.00,In-store
West Gear,1185732,11-11-2021,West,Utah,Salt Lake City,Men's Street Footwear,30.00,550,16500.00,6600.00,In-store
West Gear,1128299,23-07-2021,West,Oregon,Portland,Women's Athletic Footwear,85.00,550,46750.00,16363.00,In-store
West Gear,1128299,24-11-2021,West,Oregon,Portland,Women's Apparel,80.00,550,44000.00,13200.00,In-store
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Street Footwear,70.00,550,38500.00,13475.00,In-store
West Gear,1128299,23-12-2021,West,Oregon,Portland,Women's Athletic Footwear,70.00,550,38500.00,13475.00,In-store
West Gear,1128299,18-05-2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,550,24750.00,9900.00,In-store
West Gear,1197831,04-05-2021,West,Idaho,Boise,Women's Apparel,30.00,550,16500.00,8250.00,Online
West Gear,1197831,06-04-2021,West,Idaho,Boise,Women's Athletic Footwear,50.00,550,27500.00,12375.00,Online
Kohl's,1128299,25-03-2021,West,New Mexico,Albuquerque,Men's Street Footwear,45.00,550,24750.00,8663.00,Online
Kohl's,1128299,26-04-2021,West,New Mexico,Albuquerque,Men's Street Footwear,55.00,550,30250.00,10588.00,Online
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,60.00,550,33000.00,13200.00,Online
Kohl's,1128299,26-06-2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,33000.00,11550.00,Online
Kohl's,1128299,25-07-2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,550,33000.00,11550.00,Online
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Street Footwear,50.00,550,27500.00,9625.00,Online
Kohl's,1128299,26-10-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,55.00,550,30250.00,12100.00,Online
Kohl's,1128299,26-11-2021,West,New Mexico,Albuquerque,Men's Street Footwear,60.00,550,33000.00,11550.00,Online
Sports Direct,1128299,14-05-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,550,27500.00,11000.00,Online
Sports Direct,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,35.00,550,19250.00,7700.00,Online
Sports Direct,1185732,10-04-2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.00,550,24750.00,8663.00,Online
Amazon,1185732,02-11-2021,Midwest,Ohio,Columbus,Women's Apparel,30.00,550,16500.00,8250.00,Online
Amazon,1185732,05-09-2021,Midwest,Ohio,Columbus,Women's Apparel,55.00,550,30250.00,15125.00,Online
Amazon,1185732,06-11-2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,45.00,550,24750.00,8663.00,Online
Amazon,1185732,07-09-2021,Midwest,Ohio,Columbus,Men's Apparel,65.00,550,35750.00,12513.00,Online
Amazon,1185732,09-09-2021,Midwest,Ohio,Columbus,Women's Apparel,40.00,550,22000.00,11000.00,Online
Amazon,1185732,10-11-2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30.00,550,16500.00,5775.00,Online
Amazon,1185732,22-02-2021,Midwest,Ohio,Columbus,Men's Street Footwear,40.00,550,22000.00,8800.00,Online
Walmart,1197831,21-06-2021,South,Arkansas,Little Rock,Women's Apparel,60.00,550,33000.00,13200.00,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Women's Apparel,55.00,550,30250.00,12100.00,Online
West Gear,1197831,20-11-2021,South,Arkansas,Little Rock,Men's Street Footwear,25.00,550,13750.00,5500.00,Online
Kohl's,1197831,16-01-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,550,13750.00,4813.00,Online
Kohl's,1197831,09-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,50.00,550,27500.00,9625.00,Online
Foot Locker,1185732,07-11-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.00,550,27500.00,9625.00,Online
Sports Direct,1185732,07-08-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,550,27500.00,9625.00,In-store
Foot Locker,1185732,07-05-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,50.00,550,27500.00,8250.00,In-store
West Gear,1185732,06-03-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.00,550,19250.00,5775.00,In-store
West Gear,1185732,07-02-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50.00,550,27500.00,8250.00,In-store
West Gear,1185732,12-02-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60.00,550,33000.00,9900.00,In-store
West Gear,1185732,02-10-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35.00,550,19250.00,7700.00,In-store
West Gear,1185732,07-09-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,55.00,550,30250.00,12100.00,In-store
West Gear,1185732,17-02-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,35.00,550,19250.00,7700.00,In-store
West Gear,1185732,17-04-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,30.00,550,16500.00,6600.00,In-store
West Gear,1185732,18-09-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,35.00,550,19250.00,7700.00,In-store
Sports Direct,1185732,12-06-2021,Northeast,New Jersey,Newark,Men's Street Footwear,60.00,550,33000.00,11550.00,In-store
Sports Direct,1185732,02-05-2021,Northeast,New Jersey,Newark,Men's Street Footwear,40.00,550,22000.00,8800.00,In-store
Foot Locker,1185732,06-08-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50.00,550,27500.00,9625.00,In-store
Foot Locker,1185732,08-07-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,50.00,550,27500.00,9625.00,In-store
Amazon,1185732,18-04-2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,50.00,550,27500.00,11000.00,In-store
Amazon,1185732,17-09-2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.00,550,35750.00,14300.00,Outlet
Amazon,1185732,20-03-2021,West,Alaska,Anchorage,Men's Street Footwear,55.00,545,29975.00,10491.00,Outlet
West Gear,1185732,11-09-2021,Northeast,New York,Albany,Women's Street Footwear,50.00,545,27250.00,6813.00,In-store
Kohl's,1197831,03-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,20.00,545,10900.00,3815.00,Online
West Gear,1185732,05-11-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,60.00,545,32700.00,13080.00,In-store
Foot Locker,1185732,13-03-2021,Northeast,Delaware,Wilmington,Men's Street Footwear,40.00,545,21800.00,7630.00,In-store
Sports Direct,1185732,05-03-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,55.00,545,29975.00,11990.00,In-store
Amazon,1185732,03-10-2021,Northeast,Vermont,Burlington,Men's Street Footwear,45.00,545,24525.00,11036.00,In-store
Walmart,1197831,08-10-2020,South,Texas,Houston,Men's Apparel,45.00,525,23625.00,7088.00,Outlet
West Gear,1128299,29-12-2020,West,California,San Francisco,Men's Apparel,65.00,525,34125.00,17063.00,Outlet
Kohl's,1189833,16-03-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525,23625.00,8269.00,Outlet
Kohl's,1189833,04-10-2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525,23625.00,8269.00,Outlet
Foot Locker,1185732,06-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,45.00,525,23625.00,9450.00,Outlet
Sports Direct,1197831,13-08-2021,Midwest,Illinois,Chicago,Women's Street Footwear,30.00,525,15750.00,4725.00,Outlet
Sports Direct,1197831,14-08-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.00,525,18375.00,7350.00,Outlet
Sports Direct,1197831,16-08-2021,South,Texas,Dallas,Women's Apparel,35.00,525,18375.00,8269.00,Outlet
Sports Direct,1197831,31-08-2021,South,Texas,Dallas,Women's Street Footwear,25.00,525,13125.00,4594.00,Outlet
Sports Direct,1197831,25-09-2021,South,Texas,Dallas,Women's Athletic Footwear,50.00,525,26250.00,13125.00,Outlet
Sports Direct,1197831,26-09-2021,South,Texas,Dallas,Men's Apparel,55.00,525,28875.00,10106.00,Outlet
Sports Direct,1197831,20-10-2021,South,Texas,Dallas,Men's Apparel,60.00,525,31500.00,11025.00,Outlet
Foot Locker,1185732,12-03-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.00,525,34125.00,18769.00,Outlet
West Gear,1128299,01-08-2020,West,Nevada,Las Vegas,Men's Street Footwear,35.00,525,18375.00,7350.00,Outlet
West Gear,1128299,15-02-2020,West,Nevada,Las Vegas,Women's Street Footwear,65.00,525,34125.00,13650.00,In-store
West Gear,1128299,21-03-2020,West,Colorado,Denver,Men's Street Footwear,30.00,525,15750.00,5513.00,In-store
West Gear,1128299,04-02-2020,West,Colorado,Denver,Men's Street Footwear,60.00,525,31500.00,11025.00,In-store
West Gear,1128299,04-08-2020,West,Colorado,Denver,Men's Street Footwear,60.00,525,31500.00,15750.00,In-store
West Gear,1128299,24-04-2020,West,Colorado,Denver,Men's Apparel,70.00,525,36750.00,22050.00,In-store
West Gear,1128299,25-04-2020,West,Colorado,Denver,Women's Apparel,85.00,525,44625.00,11156.00,In-store
West Gear,1128299,05-08-2020,West,Colorado,Denver,Men's Street Footwear,55.00,525,28875.00,11550.00,In-store
West Gear,1128299,05-09-2020,West,Colorado,Denver,Men's Athletic Footwear,60.00,525,31500.00,7875.00,In-store
West Gear,1128299,25-05-2020,West,Colorado,Denver,Women's Apparel,80.00,525,42000.00,8400.00,In-store
West Gear,1128299,07-04-2020,West,Washington,Seattle,Women's Athletic Footwear,80.00,525,42000.00,12600.00,In-store
Foot Locker,1185732,28-11-2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50.00,525,26250.00,9188.00,Outlet
Kohl's,1189833,01-03-2021,Midwest,Montana,Billings,Men's Street Footwear,35.00,525,18375.00,8269.00,Outlet
Kohl's,1189833,28-01-2021,Midwest,Montana,Billings,Men's Athletic Footwear,45.00,525,23625.00,7088.00,Outlet
Sports Direct,1197831,04-06-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,30.00,525,15750.00,7875.00,Outlet
Sports Direct,1197831,05-05-2021,South,Tennessee,Knoxville,Women's Street Footwear,40.00,525,21000.00,9450.00,Outlet
Sports Direct,1197831,05-08-2021,South,Tennessee,Knoxville,Women's Apparel,45.00,525,23625.00,14175.00,Outlet
Sports Direct,1197831,09-10-2021,South,Alabama,Birmingham,Men's Apparel,50.00,525,26250.00,11813.00,Outlet
Sports Direct,1197831,24-09-2021,South,Alabama,Birmingham,Men's Street Footwear,30.00,525,15750.00,7875.00,Outlet
Sports Direct,1197831,25-09-2021,South,Alabama,Birmingham,Men's Athletic Footwear,30.00,525,15750.00,7875.00,Outlet
Amazon,1185732,11-11-2021,Northeast,Maine,Portland,Men's Street Footwear,55.00,525,28875.00,10106.00,Outlet
Amazon,1185732,21-12-2021,Northeast,Maine,Portland,Men's Street Footwear,55.00,525,28875.00,10106.00,Outlet
Amazon,1185732,21-04-2021,West,Alaska,Anchorage,Men's Street Footwear,55.00,525,28875.00,10106.00,Outlet
Amazon,1185732,20-09-2021,West,Alaska,Anchorage,Men's Street Footwear,65.00,525,34125.00,11944.00,Outlet
Foot Locker,1128299,05-11-2021,West,Hawaii,Honolulu,Men's Street Footwear,55.00,525,28875.00,7219.00,Outlet
Foot Locker,1128299,08-10-2021,West,Hawaii,Honolulu,Women's Athletic Footwear,70.00,525,36750.00,9188.00,Outlet
Walmart,1128299,08-10-2021,West,Hawaii,Honolulu,Men's Apparel,70.00,525,36750.00,5513.00,Outlet
Walmart,1128299,11-10-2021,West,Hawaii,Honolulu,Men's Street Footwear,55.00,525,28875.00,7219.00,Outlet
Sports Direct,1128299,12-09-2021,West,Hawaii,Honolulu,Women's Apparel,95.00,525,49875.00,19950.00,Outlet
Sports Direct,1128299,17-02-2021,West,Hawaii,Honolulu,Men's Street Footwear,40.00,525,21000.00,6300.00,Outlet
Walmart,1128299,17-11-2021,Southeast,Florida,Orlando,Women's Street Footwear,55.00,525,28875.00,8663.00,In-store
West Gear,1128299,16-12-2021,Southeast,Florida,Orlando,Men's Apparel,90.00,525,47250.00,9450.00,In-store
West Gear,1185732,04-09-2021,Northeast,New York,Albany,Men's Athletic Footwear,45.00,525,23625.00,8269.00,In-store
West Gear,1185732,04-09-2021,Northeast,New York,Albany,Women's Street Footwear,35.00,525,18375.00,4594.00,In-store
West Gear,1185732,05-08-2021,Northeast,New York,Albany,Men's Apparel,60.00,525,31500.00,11025.00,In-store
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Women's Athletic Footwear,45.00,525,23625.00,7088.00,In-store
West Gear,1185732,09-08-2021,Northeast,New York,Albany,Men's Apparel,55.00,525,28875.00,10106.00,In-store
West Gear,1185732,10-10-2021,Northeast,New York,Albany,Women's Street Footwear,50.00,525,26250.00,6563.00,In-store
Kohl's,1185732,03-10-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,525,21000.00,6300.00,In-store
Kohl's,1185732,05-10-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,525,23625.00,7088.00,In-store
Kohl's,1185732,06-12-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,525,21000.00,7350.00,In-store
Kohl's,1185732,07-10-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,525,26250.00,7875.00,In-store
Kohl's,1185732,08-11-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,525,21000.00,7350.00,In-store
Kohl's,1185732,09-10-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,525,21000.00,7350.00,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Women's Apparel,60.00,525,31500.00,9450.00,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,80.00,525,42000.00,14700.00,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00,525,28875.00,10106.00,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Women's Apparel,40.00,525,21000.00,11550.00,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.00,525,23625.00,8269.00,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Men's Apparel,60.00,525,31500.00,12600.00,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.00,525,26250.00,9188.00,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.00,525,18375.00,6431.00,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Women's Apparel,55.00,525,28875.00,15881.00,In-store
Foot Locker,1185732,18-06-2021,Midwest,Missouri,St. Louis,Women's Apparel,45.00,525,23625.00,11813.00,In-store
Foot Locker,1185732,18-10-2021,Midwest,Missouri,St. Louis,Men's Street Footwear,35.00,525,18375.00,7350.00,In-store
West Gear,1185732,08-11-2021,West,Utah,Salt Lake City,Men's Athletic Footwear,35.00,525,18375.00,6431.00,In-store
West Gear,1185732,08-11-2021,West,Utah,Salt Lake City,Women's Apparel,35.00,525,18375.00,9188.00,In-store
West Gear,1128299,25-05-2021,West,Oregon,Portland,Women's Apparel,60.00,525,31500.00,9450.00,In-store
West Gear,1128299,24-06-2021,West,Oregon,Portland,Women's Athletic Footwear,80.00,525,42000.00,14700.00,In-store
West Gear,1128299,24-10-2021,West,Oregon,Portland,Men's Athletic Footwear,55.00,525,28875.00,10106.00,In-store
West Gear,1128299,16-03-2021,South,Louisiana,New Orleans,Men's Street Footwear,45.00,525,23625.00,9450.00,In-store
West Gear,1128299,17-04-2021,South,Louisiana,New Orleans,Men's Street Footwear,50.00,525,26250.00,10500.00,In-store
West Gear,1128299,17-11-2021,South,Louisiana,New Orleans,Women's Street Footwear,40.00,525,21000.00,8400.00,Online
Foot Locker,1128299,16-12-2021,South,Louisiana,New Orleans,Men's Apparel,85.00,525,44625.00,20081.00,Online
West Gear,1197831,07-06-2021,West,Idaho,Boise,Women's Athletic Footwear,50.00,525,26250.00,13125.00,Online
West Gear,1197831,07-06-2021,West,Idaho,Boise,Men's Apparel,55.00,525,28875.00,10106.00,Online
Sports Direct,1197831,10-04-2021,West,Idaho,Boise,Women's Street Footwear,45.00,525,23625.00,9450.00,Online
Sports Direct,1197831,10-04-2021,West,Idaho,Boise,Women's Apparel,45.00,525,23625.00,12994.00,Online
Foot Locker,1197831,12-04-2021,West,Idaho,Boise,Women's Athletic Footwear,60.00,525,31500.00,15750.00,Online
Foot Locker,1128299,24-05-2021,West,Arizona,Phoenix,Men's Street Footwear,50.00,525,26250.00,9188.00,Online
Foot Locker,1128299,23-06-2021,West,Arizona,Phoenix,Women's Apparel,70.00,525,36750.00,9188.00,Online
Foot Locker,1128299,22-07-2021,West,Arizona,Phoenix,Men's Athletic Footwear,55.00,525,28875.00,11550.00,Online
Foot Locker,1128299,23-11-2021,West,Arizona,Phoenix,Men's Athletic Footwear,50.00,525,26250.00,10500.00,Online
Kohl's,1128299,26-02-2021,West,Arizona,Phoenix,Men's Street Footwear,35.00,525,18375.00,6431.00,Online
Kohl's,1128299,26-08-2021,West,New Mexico,Albuquerque,Women's Street Footwear,60.00,525,31500.00,11025.00,Online
Sports Direct,1128299,25-12-2021,West,New Mexico,Albuquerque,Women's Apparel,75.00,525,39375.00,9844.00,Online
Sports Direct,1128299,03-12-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40.00,525,21000.00,8400.00,Online
Sports Direct,1128299,13-04-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50.00,525,26250.00,10500.00,Online
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55.00,525,28875.00,11550.00,Online
Sports Direct,1128299,13-06-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,28875.00,10106.00,Online
Sports Direct,1128299,07-12-2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55.00,525,28875.00,10106.00,Online
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45.00,525,23625.00,9450.00,Online
Sports Direct,1128299,13-10-2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50.00,525,26250.00,10500.00,Online
Sports Direct,1128299,13-11-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,55.00,525,28875.00,11550.00,Online
Sports Direct,1185732,02-04-2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,30.00,525,15750.00,6300.00,Online
Sports Direct,1185732,03-02-2021,Southeast,North Carolina,Charlotte,Men's Apparel,40.00,525,21000.00,7350.00,Online
Sports Direct,1185732,04-03-2021,Southeast,North Carolina,Charlotte,Men's Apparel,45.00,525,23625.00,8269.00,Online
Amazon,1185732,02-11-2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,25.00,525,13125.00,5250.00,Online
Amazon,1185732,04-10-2021,Midwest,Ohio,Columbus,Women's Apparel,35.00,525,18375.00,9188.00,Online
Amazon,1185732,06-11-2021,Midwest,Ohio,Columbus,Women's Street Footwear,50.00,525,26250.00,10500.00,Online
Amazon,1185732,07-09-2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,55.00,525,28875.00,11550.00,Online
Amazon,1185732,08-10-2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,45.00,525,23625.00,9450.00,Online
Amazon,1185732,10-11-2021,Midwest,Ohio,Columbus,Women's Apparel,40.00,525,21000.00,10500.00,Online
West Gear,1185732,12-09-2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,65.00,525,34125.00,13650.00,Online
West Gear,1185732,12-09-2021,Midwest,Ohio,Columbus,Men's Apparel,75.00,525,39375.00,13781.00,Online
Amazon,1185732,22-06-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,40.00,525,21000.00,8400.00,Online
Amazon,1185732,23-09-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.00,525,26250.00,10500.00,Online
Foot Locker,1185732,21-12-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,65.00,525,34125.00,13650.00,Online
Foot Locker,1185732,20-01-2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.00,525,15750.00,5513.00,Online
Foot Locker,1185732,20-01-2021,Southeast,Kentucky,Louisville,Women's Street Footwear,20.00,525,10500.00,4200.00,Online
Foot Locker,1185732,20-01-2021,Southeast,Kentucky,Louisville,Women's Apparel,30.00,525,15750.00,7875.00,Online
Walmart,1185732,16-07-2021,South,Mississippi,Jackson,Women's Street Footwear,50.00,525,26250.00,10500.00,Online
Walmart,1185732,17-08-2021,South,Mississippi,Jackson,Women's Street Footwear,50.00,525,26250.00,10500.00,Online
Walmart,1185732,16-09-2021,South,Mississippi,Jackson,Men's Athletic Footwear,45.00,525,23625.00,8269.00,Online
Sports Direct,1185732,17-11-2021,South,Mississippi,Jackson,Women's Apparel,75.00,525,39375.00,19688.00,Online
Sports Direct,1185732,16-12-2021,South,Mississippi,Jackson,Women's Street Footwear,60.00,525,31500.00,12600.00,Online
Walmart,1197831,19-07-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,50.00,525,26250.00,9188.00,Online
Walmart,1197831,20-08-2021,South,Arkansas,Little Rock,Men's Athletic Footwear,55.00,525,28875.00,10106.00,Online
West Gear,1197831,20-04-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.00,525,13125.00,5250.00,Online
West Gear,1197831,19-07-2021,South,Oklahoma,Oklahoma City,Women's Apparel,65.00,525,34125.00,13650.00,Online
West Gear,1197831,21-10-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,30.00,525,15750.00,6300.00,Online
Foot Locker,1185732,02-12-2021,Midwest,Kansas,Wichita,Men's Street Footwear,40.00,525,21000.00,7350.00,Online
Foot Locker,1185732,08-12-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,50.00,525,26250.00,9188.00,Online
Sports Direct,1185732,02-09-2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35.00,525,18375.00,6431.00,Online
Sports Direct,1185732,08-09-2021,Midwest,North Dakota,Fargo,Men's Street Footwear,50.00,525,26250.00,9188.00,In-store
Foot Locker,1185732,06-06-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,35.00,525,18375.00,5513.00,In-store
Foot Locker,1185732,08-06-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,50.00,525,26250.00,7875.00,In-store
West Gear,1185732,12-05-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60.00,525,31500.00,9450.00,In-store
West Gear,1185732,08-03-2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50.00,525,26250.00,7875.00,In-store
West Gear,1185732,08-10-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,50.00,525,26250.00,10500.00,In-store
West Gear,1185732,17-08-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,50.00,525,26250.00,10500.00,In-store
Foot Locker,1185732,20-07-2021,Northeast,Maryland,Baltimore,Men's Street Footwear,50.00,525,26250.00,10500.00,In-store
Foot Locker,1185732,17-01-2021,Northeast,Maryland,Baltimore,Men's Street Footwear,40.00,525,21000.00,7350.00,In-store
Foot Locker,1185732,14-04-2021,Northeast,Delaware,Wilmington,Men's Street Footwear,40.00,525,21000.00,7350.00,In-store
Foot Locker,1185732,13-09-2021,Northeast,Delaware,Wilmington,Men's Street Footwear,55.00,525,28875.00,10106.00,In-store
Kohl's,1185732,02-08-2021,Northeast,Delaware,Wilmington,Men's Street Footwear,35.00,525,18375.00,6431.00,In-store
Amazon,1185732,14-01-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,45.00,525,23625.00,10631.00,In-store
Amazon,1185732,04-11-2021,Northeast,Vermont,Burlington,Men's Street Footwear,45.00,525,23625.00,10631.00,In-store
Amazon,1185732,09-10-2021,Northeast,Vermont,Burlington,Men's Street Footwear,60.00,525,31500.00,14175.00,In-store
Amazon,1185732,21-01-2021,Northeast,Vermont,Burlington,Men's Street Footwear,50.00,525,26250.00,10500.00,In-store
Amazon,1185732,17-07-2021,Northeast,New Hampshire,Manchester,Women's Apparel,70.00,525,36750.00,12863.00,Outlet
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Street Footwear,45.00,520,23400.00,8190.00,In-store
Amazon,1185732,21-03-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,45.00,520,23400.00,9360.00,Online
Amazon,1185732,23-05-2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50.00,520,26000.00,10400.00,Online
Foot Locker,1185732,05-07-2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60.00,520,31200.00,9360.00,In-store
West Gear,1185732,03-09-2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,25.00,520,13000.00,5200.00,In-store
Kohl's,1185732,05-06-2021,Northeast,New Jersey,Newark,Men's Street Footwear,50.00,520,26000.00,9100.00,In-store
Sports Direct,1185732,03-03-2021,Northeast,Connecticut,Hartford,Men's Street Footwear,40.00,520,20800.00,8320.00,In-store
Sports Direct,1197831,29-07-2020,South,Texas,Houston,Men's Apparel,,500,20000.00,6000.00,Outlet
Sports Direct,1197831,08-04-2020,South,Texas,Houston,Men's Apparel,45.00,500,22500.00,6750.00,Outlet
West Gear,1128299,11-11-2020,West,California,San Francisco,Men's Apparel,55.00,500,27500.00,13750.00,Outlet
West Gear,1128299,23-12-2020,West,California,San Francisco,Men's Apparel,65.00,500,32500.00,16250.00,Outlet
Kohl's,1189833,03-11-2021,West,California,Los Angeles,Men's Apparel,50.00,500,25000.00,13750.00,Outlet
Kohl's,1189833,23-04-2021,West,California,Los Angeles,Men's Apparel,50.00,500,25000.00,13750.00,Outlet
Foot Locker,1185732,30-06-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,25000.00,10000.00,Outlet
Foot Locker,1185732,18-07-2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,25000.00,10000.00,Outlet
Foot Locker,1185732,08-05-2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,500,30000.00,12000.00,Outlet
Sports Direct,1197831,22-08-2021,South,Texas,Dallas,Women's Apparel,35.00,500,17500.00,7875.00,Outlet
Sports Direct,1197831,25-08-2021,South,Texas,Dallas,Women's Street Footwear,30.00,500,15000.00,5250.00,Outlet
Sports Direct,1197831,14-09-2021,South,Texas,Dallas,Men's Apparel,50.00,500,25000.00,7500.00,Outlet
Sports Direct,1197831,13-10-2021,South,Texas,Dallas,Women's Athletic Footwear,65.00,500,32500.00,16250.00,Outlet
Foot Locker,1185732,21-11-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.00,500,32500.00,17875.00,Outlet
Foot Locker,1185732,27-11-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,65.00,500,32500.00,17875.00,Outlet
West Gear,1128299,02-11-2020,West,Nevada,Las Vegas,Men's Apparel,65.00,500,32500.00,17875.00,In-store
West Gear,1128299,02-12-2020,West,Nevada,Las Vegas,Women's Apparel,80.00,500,40000.00,8000.00,In-store
West Gear,1128299,14-03-2020,West,Nevada,Las Vegas,Women's Apparel,75.00,500,37500.00,5625.00,In-store
West Gear,1128299,29-04-2020,West,Colorado,Denver,Women's Athletic Footwear,70.00,500,35000.00,14000.00,In-store
